period,source,wave,question_text,answer_text,demo_category,demo_value,percentage,n_size
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,גיל,30-49,22.55,392
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,גיל,50+,21.11,361
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,השכלה,נמוכה,28.26,108
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,השכלה,בינונית,11.05,197
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,השכלה,גבוהה,21.42,702
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,הכנסה,מתחת לממוצע,18.21,358
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,הכנסה,ממוצעת,17.11,239
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,הכנסה,מעל לממוצע,26.17,314
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,דת,חילוני,21.49,468
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,דת,מסורתי,20.56,325
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,דת,דתי,17.36,141
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,דת,חרדי,0,73
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,מחוז,ירושלים,12.05,98
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,מחוז,צפון,15.96,102
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,מחוז,חיפה,21.9,112
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,מחוז,מרכז,24.35,296
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,מחוז,תל אביב,18.78,203
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,מחוז,דרום,17.16,147
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,מחוז,"יו""ש",28.95,49
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,24.89,225
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,23.68,190
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,21.97,132
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,22.33,103
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,6.45,31
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,50,2
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,21.43,70
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,8.33,84
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,12,50
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,2.86,35
אמצע שבוע,שילוב,גל 19 במאי,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,6.19,502
אמצע שבוע,שילוב,גל 25 במאי,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,4.47,505
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,5.31,1007
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,מגדר,גברים,4.21,503
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,מגדר,נשים,6.49,504
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,גיל,18-29,7.04,254
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,גיל,30-49,6.25,392
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,גיל,50+,3.23,361
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,השכלה,נמוכה,7.61,108
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,השכלה,בינונית,3.87,197
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,השכלה,גבוהה,5.39,702
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,הכנסה,מתחת לממוצע,6.07,358
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,הכנסה,ממוצעת,4.82,239
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,הכנסה,מעל לממוצע,4.36,314
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,דת,חילוני,4.39,468
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,דת,מסורתי,3.74,325
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,דת,דתי,7.44,141
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,דת,חרדי,33.33,73
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,מחוז,ירושלים,6.02,98
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,מחוז,צפון,6.38,102
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,מחוז,חיפה,5.71,112
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,מחוז,מרכז,5.17,296
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,מחוז,תל אביב,3.55,203
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,מחוז,דרום,7.46,147
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,מחוז,"יו""ש",2.63,49
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,0.89,225
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,1.58,190
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,5.3,132
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,1.94,103
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,3.23,31
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,0,2
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,12.86,70
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,3.57,84
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,22,50
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,31.43,35
אמצע שבוע,שילוב,גל 19 במאי,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,11.06,502
אמצע שבוע,שילוב,גל 25 במאי,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,7.45,505
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,9.22,1007
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,מגדר,גברים,5.89,503
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,מגדר,נשים,12.75,504
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,גיל,18-29,19.25,254
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,גיל,30-49,6.52,392
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,גיל,50+,5.87,361
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,השכלה,נמוכה,17.39,108
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,השכלה,בינונית,8.84,197
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,השכלה,גבוהה,8.17,702
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,הכנסה,מתחת לממוצע,14.38,358
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,הכנסה,ממוצעת,4.82,239
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,הכנסה,מעל לממוצע,5.37,314
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,דת,חילוני,2.63,468
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,דת,מסורתי,1.25,325
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,דת,דתי,16.53,141
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,דת,חרדי,204.17,73
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,מחוז,ירושלים,18.07,98
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,מחוז,צפון,8.51,102
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,מחוז,חיפה,6.67,112
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,מחוז,מרכז,9.23,296
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,מחוז,תל אביב,3.05,203
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,מחוז,דרום,9.7,147
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,מחוז,"יו""ש",28.95,49
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,0,225
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,0,190
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,0,132
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,0,103
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,0,31
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,0,2
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,0,70
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,0,84
